ID,Address,Latitude,Longitude,SPD_wind_vuln,SPD_exposure,SPD_tc_1000_ARI_baseline,SPD_tc_1000_ARI_RCP45_2041-2060,SPD_tc_1000_ARI_RCP45_2081-2100,SPD_tc_1000_ARI_RCP85_2041-2060,SPD_tc_1000_ARI_RCP85_2081-2100,SPD_tc_100_ARI_baseline,SPD_tc_100_ARI_RCP45_2041-2060,SPD_tc_100_ARI_RCP45_2081-2100,SPD_tc_100_ARI_RCP85_2041-2060,SPD_tc_100_ARI_RCP85_2081-2100,SPD_tc_10_ARI_baseline,SPD_tc_10_ARI_RCP45_2041-2060,SPD_tc_10_ARI_RCP45_2081-2100,SPD_tc_10_ARI_RCP85_2041-2060,SPD_tc_10_ARI_RCP85_2081-2100,SPD_tc_20_ARI_baseline,SPD_tc_20_ARI_RCP45_2041-2060,SPD_tc_20_ARI_RCP45_2081-2100,SPD_tc_20_ARI_RCP85_2041-2060,SPD_tc_20_ARI_RCP85_2081-2100,SPD_tc_500_ARI_baseline,SPD_tc_500_ARI_RCP45_2041-2060,SPD_tc_500_ARI_RCP45_2081-2100,SPD_tc_500_ARI_RCP85_2041-2060,SPD_tc_500_ARI_RCP85_2081-2100,SPD_tc_50_ARI_baseline,SPD_tc_50_ARI_RCP45_2041-2060,SPD_tc_50_ARI_RCP45_2081-2100,SPD_tc_50_ARI_RCP85_2041-2060,SPD_tc_50_ARI_RCP85_2081-2100,DM_tc_1000_ARI_baseline,DM_tc_1000_ARI_RCP45_2041-2060,DM_tc_1000_ARI_RCP45_2081-2100,DM_tc_1000_ARI_RCP85_2041-2060,DM_tc_1000_ARI_RCP85_2081-2100,DM_tc_100_ARI_baseline,DM_tc_100_ARI_RCP45_2041-2060,DM_tc_100_ARI_RCP45_2081-2100,DM_tc_100_ARI_RCP85_2041-2060,DM_tc_100_ARI_RCP85_2081-2100,DM_tc_10_ARI_baseline,DM_tc_10_ARI_RCP45_2041-2060,DM_tc_10_ARI_RCP45_2081-2100,DM_tc_10_ARI_RCP85_2041-2060,DM_tc_10_ARI_RCP85_2081-2100,DM_tc_20_ARI_baseline,DM_tc_20_ARI_RCP45_2041-2060,DM_tc_20_ARI_RCP45_2081-2100,DM_tc_20_ARI_RCP85_2041-2060,DM_tc_20_ARI_RCP85_2081-2100,DM_tc_500_ARI_baseline,DM_tc_500_ARI_RCP45_2041-2060,DM_tc_500_ARI_RCP45_2081-2100,DM_tc_500_ARI_RCP85_2041-2060,DM_tc_500_ARI_RCP85_2081-2100,DM_tc_50_ARI_baseline,DM_tc_50_ARI_RCP45_2041-2060,DM_tc_50_ARI_RCP45_2081-2100,DM_tc_50_ARI_RCP85_2041-2060,DM_tc_50_ARI_RCP85_2081-2100,45_2041Avg_Loss,45_2081Avg_Loss,85_2041Avg_Loss,85_2081Avg_Loss,45_2041Avg_DM,45_2081Avg_DM,85_2041Avg_DM,85_2081Avg_DM,Baseline_Avg_DM,Index_45_2041Avg_DM,Index_45_2081Avg_DM,Index_85_2041Avg_DM,Index_85_2081Avg_DM,Index_Baseline_Avg_DM
25,"Mater Private Hospital Mackay, 4740, queensland",-21.1308264,149.1662761,TC_Curve4,505669,99.427956,100.0366,103.98611,95.89612,94.50344,64.645134,64.319855,61.07151,55.2809,48.28858,23.210484,21.792347,13.073029,15.109788,9.252893,37.73261,37.199394,30.400167,30.014292,23.45792,83.19938,84.10861,84.90743,73.58312,66.88445,54.21454,54.287525,49.006763,46.8245,39.53784,0.999976395,0.999979872,0.999992841,0.999940504,0.999914336,0.824802622,0.812156712,0.648805629,0.288646547,0.061094851,9.17e-05,6.33e-05,6.46e-06,1.1e-05,2.38e-06,0.004088682,0.003557935,0.000601918,0.000544121,9.78e-05,0.998351139,0.998699912,0.998944962,0.979941764,0.894296433,0.234854693,0.238305213,0.072810724,0.042471304,0.006542351,17408.72071,12454.57895,8473.994155,5268.024332,0.034427107,0.024629904,0.016757986,0.01041793,0.034557452,1,1,0,0,1
26,"Mackay Private Hospital, 4740, queensland",-21.113582,149.1674486,TC_Curve4,127737,101.97864,102.54949,106.46332,99.155624,95.90006,65.65044,65.35943,61.916046,56.21021,49.213253,23.536728,21.984337,13.135722,15.40301,9.530976,38.321957,37.63829,30.819265,30.409489,23.724182,83.769394,84.95543,85.91286,74.38134,67.154144,54.78102,54.77401,49.89676,47.35943,40.110447,0.999987893,0.999989573,0.999996257,0.999974651,0.999940565,0.859649334,0.850204487,0.697381658,0.341029711,0.076544989,9.99e-05,6.65e-05,6.56e-06,1.19e-05,2.55e-06,0.00476744,0.00398937,0.000671662,0.000603387,0.00010491,0.998579363,0.998958121,0.999188898,0.983662119,0.900786443,0.26253865,0.262183465,0.090189134,0.048544889,0.007592229,4611.83049,3347.628172,2296.983237,1379.181249,0.036104108,0.026207193,0.017982129,0.010797038,0.036348826,1,1,0,0,1
27,"Mater mother's private Mackay, 4740, queensland",-21.1433971,149.1868281,TC_Curve4,384217,99.427956,100.0366,103.98611,95.89612,94.50344,64.645134,64.319855,61.07151,55.2809,48.28858,23.210484,21.792347,13.073029,15.109788,9.252893,37.73261,37.199394,30.400167,30.014292,23.45792,83.19938,84.10861,84.90743,73.58312,66.88445,54.21454,54.287525,49.006763,46.8245,39.53784,0.999976395,0.999979872,0.999992841,0.999940504,0.999914336,0.824802622,0.812156712,0.648805629,0.288646547,0.061094851,9.17e-05,6.33e-05,6.46e-06,1.1e-05,2.38e-06,0.004088682,0.003557935,0.000601918,0.000544121,9.78e-05,0.998351139,0.998699912,0.998944962,0.979941764,0.894296433,0.234854693,0.238305213,0.072810724,0.042471304,0.006542351,13227.47973,9463.227844,6438.703207,4002.745877,0.034427107,0.024629904,0.016757986,0.01041793,0.034557452,1,1,0,0,1
28,"Mackay Specialist Day Hospital, 4740, queensland",-21.1294364,149.1653334,TC_Curve4,84135,101.97864,102.54949,106.46332,99.155624,95.90006,65.65044,65.35943,61.916046,56.21021,49.213253,23.536728,21.984337,13.135722,15.40301,9.530976,38.321957,37.63829,30.819265,30.409489,23.724182,83.769394,84.95543,85.91286,74.38134,67.154144,54.78102,54.77401,49.89676,47.35943,40.110447,0.999987893,0.999989573,0.999996257,0.999974651,0.999940565,0.859649334,0.850204487,0.697381658,0.341029711,0.076544989,9.99e-05,6.65e-05,6.56e-06,1.19e-05,2.55e-06,0.00476744,0.00398937,0.000671662,0.000603387,0.00010491,0.998579363,0.998958121,0.999188898,0.983662119,0.900786443,0.26253865,0.262183465,0.090189134,0.048544889,0.007592229,3037.619157,2204.942156,1512.92644,908.408796,0.036104108,0.026207193,0.017982129,0.010797038,0.036348826,1,1,0,0,1
29,"UMC Wesy Mackay, 4740, queensland",-21.1577499,149.1697693,TC_Curve4,134252,99.427956,100.0366,103.98611,95.89612,94.50344,64.645134,64.319855,61.07151,55.2809,48.28858,23.210484,21.792347,13.073029,15.109788,9.252893,37.73261,37.199394,30.400167,30.014292,23.45792,83.19938,84.10861,84.90743,73.58312,66.88445,54.21454,54.287525,49.006763,46.8245,39.53784,0.999976395,0.999979872,0.999992841,0.999940504,0.999914336,0.824802622,0.812156712,0.648805629,0.288646547,0.061094851,9.17e-05,6.33e-05,6.46e-06,1.1e-05,2.38e-06,0.004088682,0.003557935,0.000601918,0.000544121,9.78e-05,0.998351139,0.998699912,0.998944962,0.979941764,0.894296433,0.234854693,0.238305213,0.072810724,0.042471304,0.006542351,4621.907954,3306.613879,2249.793172,1398.627961,0.034427107,0.024629904,0.016757986,0.01041793,0.034557452,1,1,0,0,1
30,"Pioneer Medical Centre, 4740, queensland",-21.1248167,149.1891415,TC_Curve4,195857,101.97864,102.54949,106.46332,99.155624,95.90006,65.65044,65.35943,61.916046,56.21021,49.213253,23.536728,21.984337,13.135722,15.40301,9.530976,38.321957,37.63829,30.819265,30.409489,23.724182,83.769394,84.95543,85.91286,74.38134,67.154144,54.78102,54.77401,49.89676,47.35943,40.110447,0.999987893,0.999989573,0.999996257,0.999974651,0.999940565,0.859649334,0.850204487,0.697381658,0.341029711,0.076544989,9.99e-05,6.65e-05,6.56e-06,1.19e-05,2.55e-06,0.00476744,0.00398937,0.000671662,0.000603387,0.00010491,0.998579363,0.998958121,0.999188898,0.983662119,0.900786443,0.26253865,0.262183465,0.090189134,0.048544889,0.007592229,7071.242352,5132.862137,3521.925877,2114.675481,0.036104108,0.026207193,0.017982129,0.010797038,0.036348826,1,1,0,0,1
31,"Family Health care Mackay rural view, 4740, queensland",-21.0608436,149.1594863,TC_Curve4,516864,101.84748,103.405975,106.60019,99.90586,92.98344,66.047424,65.49463,62.240673,57.122932,49.622364,23.764702,22.171194,13.318093,15.396936,9.56218,38.818096,38.176838,31.154871,30.956245,24.057138,85.96212,87.88896,87.89591,76.683815,69.24921,55.462273,55.125587,50.616573,47.52523,40.716557,0.99998747,0.999991667,0.999996389,0.999979171,0.99987248,0.871724899,0.854656047,0.715008544,0.396566322,0.084466352,0.000106028,6.99e-05,6.88e-06,1.19e-05,2.58e-06,0.005425005,0.004590554,0.000733291,0.000696165,0.000114462,0.999199281,0.999516305,0.999517184,0.990991128,0.94016139,0.298491856,0.280371192,0.10689014,0.050589223,0.008886,19105.89468,14058.91681,9891.199698,5864.569008,0.036965033,0.027200418,0.019136948,0.011346445,0.038062805,1,1,0,0,1
32,"Paget Medical, 4740, queensland",-21.187675,149.1514514,TC_Curve4,361986,98.37975,96.882965,101.289,94.661705,93.82771,63.62662,63.453995,60.391117,54.25948,47.445225,22.943773,21.613111,12.974847,14.911418,9.169667,37.06287,36.617992,29.854908,29.467611,23.217613,81.7486,82.8948,82.41758,72.38504,65.53315,53.41914,53.602695,47.99535,45.990913,38.8297,0.999968943,0.999954048,0.999985498,0.999917812,0.999897763,0.782895998,0.77511746,0.607232164,0.236975216,0.049592775,8.55e-05,6.04e-05,6.29e-06,1.04e-05,2.32e-06,0.00343346,0.003057183,0.000521898,0.000471606,9.19e-05,0.997591311,0.998214541,0.997977457,0.972754448,0.855904108,0.199518952,0.207303616,0.056837421,0.034432062,0.005441419,11755.7622,8408.038841,5587.541711,3555.002351,0.032475737,0.023227525,0.015435795,0.009820828,0.03233013,1,1,0,0,1
33,"Health on Central, 4740, queensland",-21.0961952,149.1835321,TC_Curve4,791886,101.97864,102.54949,106.46332,99.155624,95.90006,65.65044,65.35943,61.916046,56.21021,49.213253,23.536728,21.984337,13.135722,15.40301,9.530976,38.321957,37.63829,30.819265,30.409489,23.724182,83.769394,84.95543,85.91286,74.38134,67.154144,54.78102,54.77401,49.89676,47.35943,40.110447,0.999987893,0.999989573,0.999996257,0.999974651,0.999940565,0.859649334,0.850204487,0.697381658,0.341029711,0.076544989,9.99e-05,6.65e-05,6.56e-06,1.19e-05,2.55e-06,0.00476744,0.00398937,0.000671662,0.000603387,0.00010491,0.998579363,0.998958121,0.999188898,0.983662119,0.900786443,0.26253865,0.262183465,0.090189134,0.048544889,0.007592229,28590.33796,20753.10898,14239.79636,8550.02327,0.036104108,0.026207193,0.017982129,0.010797038,0.036348826,1,1,0,0,1
34,"Queensland Xray, 4740, queensland",-21.1499948,149.1271385,TC_Curve4,353998,99.095726,99.44022,103.605316,94.53902,91.703835,64.21825,63.79142,60.60856,55.15864,48.331055,23.066893,21.446041,12.809936,15.127533,9.302166,37.40182,37.00987,30.14267,29.64867,23.260666,82.09724,82.72382,82.759254,72.233734,65.650635,53.922813,53.83942,48.857388,46.513103,39.324295,0.999974251,0.999976471,0.999992091,0.99991513,0.999821753,0.808065373,0.790138646,0.620721174,0.282120233,0.061735712,8.83e-05,5.78e-05,6.03e-06,1.11e-05,2.41e-06,0.003750819,0.003386314,0.000562706,0.000494484,9.29e-05,0.997800936,0.998132971,0.998150175,0.97168487,0.859655599,0.221411239,0.217671049,0.070214742,0.039277303,0.006188879,11747.88574,8499.574223,5817.761303,3576.468114,0.033186305,0.024010232,0.016434447,0.010103074,0.033686291,1,1,0,0,1
35,"Eastbrooke health hub Mackay, 4740, queensland",-21.1415104,149.1802115,TC_Curve4,245269,99.427956,100.0366,103.98611,95.89612,94.50344,64.645134,64.319855,61.07151,55.2809,48.28858,23.210484,21.792347,13.073029,15.109788,9.252893,37.73261,37.199394,30.400167,30.014292,23.45792,83.19938,84.10861,84.90743,73.58312,66.88445,54.21454,54.287525,49.006763,46.8245,39.53784,0.999976395,0.999979872,0.999992841,0.999940504,0.999914336,0.824802622,0.812156712,0.648805629,0.288646547,0.061094851,9.17e-05,6.33e-05,6.46e-06,1.1e-05,2.38e-06,0.004088682,0.003557935,0.000601918,0.000544121,9.78e-05,0.998351139,0.998699912,0.998944962,0.979941764,0.894296433,0.234854693,0.238305213,0.072810724,0.042471304,0.006542351,8443.90208,6040.951936,4110.214532,2555.195315,0.034427107,0.024629904,0.016757986,0.01041793,0.034557452,1,1,0,0,1
36,"Sydney Street Medical, 4740, queensland",-21.144297,149.1869931,TC_Curve4,776103,99.427956,100.0366,103.98611,95.89612,94.50344,64.645134,64.319855,61.07151,55.2809,48.28858,23.210484,21.792347,13.073029,15.109788,9.252893,37.73261,37.199394,30.400167,30.014292,23.45792,83.19938,84.10861,84.90743,73.58312,66.88445,54.21454,54.287525,49.006763,46.8245,39.53784,0.999976395,0.999979872,0.999992841,0.999940504,0.999914336,0.824802622,0.812156712,0.648805629,0.288646547,0.061094851,9.17e-05,6.33e-05,6.46e-06,1.1e-05,2.38e-06,0.004088682,0.003557935,0.000601918,0.000544121,9.78e-05,0.998351139,0.998699912,0.998944962,0.979941764,0.894296433,0.234854693,0.238305213,0.072810724,0.042471304,0.006542351,26718.98094,19115.34242,13005.92341,8085.38686,0.034427107,0.024629904,0.016757986,0.01041793,0.034557452,1,1,0,0,1
37,"Mackay District Community Mental Health Service, 4740, queensland",-21.139688,149.1819041,TC_Curve4,79649,99.427956,100.0366,103.98611,95.89612,94.50344,64.645134,64.319855,61.07151,55.2809,48.28858,23.210484,21.792347,13.073029,15.109788,9.252893,37.73261,37.199394,30.400167,30.014292,23.45792,83.19938,84.10861,84.90743,73.58312,66.88445,54.21454,54.287525,49.006763,46.8245,39.53784,0.999976395,0.999979872,0.999992841,0.999940504,0.999914336,0.824802622,0.812156712,0.648805629,0.288646547,0.061094851,9.17e-05,6.33e-05,6.46e-06,1.1e-05,2.38e-06,0.004088682,0.003557935,0.000601918,0.000544121,9.78e-05,0.998351139,0.998699912,0.998944962,0.979941764,0.894296433,0.234854693,0.238305213,0.072810724,0.042471304,0.006542351,2742.084637,1961.747228,1334.756848,829.7777202,0.034427107,0.024629904,0.016757986,0.01041793,0.034557452,1,1,0,0,1
38,"Mackay Scalpel free Vasactomy Centre, 4740, queensland",-21.1293491,149.1653636,TC_Curve4,538192,101.97864,102.54949,106.46332,99.155624,95.90006,65.65044,65.35943,61.916046,56.21021,49.213253,23.536728,21.984337,13.135722,15.40301,9.530976,38.321957,37.63829,30.819265,30.409489,23.724182,83.769394,84.95543,85.91286,74.38134,67.154144,54.78102,54.77401,49.89676,47.35943,40.110447,0.999987893,0.999989573,0.999996257,0.999974651,0.999940565,0.859649334,0.850204487,0.697381658,0.341029711,0.076544989,9.99e-05,6.65e-05,6.56e-06,1.19e-05,2.55e-06,0.00476744,0.00398937,0.000671662,0.000603387,0.00010491,0.998579363,0.998958121,0.999188898,0.983662119,0.900786443,0.26253865,0.262183465,0.090189134,0.048544889,0.007592229,19430.94229,14104.50144,9677.838074,5810.8795,0.036104108,0.026207193,0.017982129,0.010797038,0.036348826,1,1,0,0,1
39,"Shakespeare Medical Centre, 4740, queensland",-21.1485126,149.1913841,TC_Curve4,841636,99.38802,99.66409,104.564835,96.96822,96.98681,65.105,65.29771,61.9126,55.13504,48.546463,23.342722,22.120821,13.33252,15.102258,9.246266,38.02639,37.319706,30.5683,30.648623,23.95457,82.57156,83.43027,84.15229,73.171814,66.624,54.760235,55.168636,49.587765,47.56795,40.2849,0.999976147,0.99997781,0.999993848,0.999955062,0.99995528,0.841523425,0.848135197,0.697191333,0.280870704,0.065083664,9.49e-05,6.9e-05,6.91e-06,1.1e-05,2.37e-06,0.004414067,0.00367135,0.000628983,0.000642339,0.000111431,0.998057204,0.998447691,0.998714673,0.977712476,0.887676298,0.261486559,0.282650386,0.083768607,0.051129033,0.007944151,31019.0096,21831.43047,14267.52929,8826.528733,0.036855612,0.025939278,0.016952138,0.010487347,0.035947247,1,1,0,0,1
40,"Northern Australia Primary Health Limited, 4740, queensland",-21.141227,149.1840988,TC_Curve4,165793,99.427956,100.0366,103.98611,95.89612,94.50344,64.645134,64.319855,61.07151,55.2809,48.28858,23.210484,21.792347,13.073029,15.109788,9.252893,37.73261,37.199394,30.400167,30.014292,23.45792,83.19938,84.10861,84.90743,73.58312,66.88445,54.21454,54.287525,49.006763,46.8245,39.53784,0.999976395,0.999979872,0.999992841,0.999940504,0.999914336,0.824802622,0.812156712,0.648805629,0.288646547,0.061094851,9.17e-05,6.33e-05,6.46e-06,1.1e-05,2.38e-06,0.004088682,0.003557935,0.000601918,0.000544121,9.78e-05,0.998351139,0.998699912,0.998944962,0.979941764,0.894296433,0.234854693,0.238305213,0.072810724,0.042471304,0.006542351,5707.773332,4083.465682,2778.356816,1727.219897,0.034427107,0.024629904,0.016757986,0.01041793,0.034557452,1,1,0,0,1
41,"Paul Hopkins Medical Complex, Brisbane street, 4740, queensland",-21.144032,149.1882787,TC_Curve4,180961,99.427956,100.0366,103.98611,95.89612,94.50344,64.645134,64.319855,61.07151,55.2809,48.28858,23.210484,21.792347,13.073029,15.109788,9.252893,37.73261,37.199394,30.400167,30.014292,23.45792,83.19938,84.10861,84.90743,73.58312,66.88445,54.21454,54.287525,49.006763,46.8245,39.53784,0.999976395,0.999979872,0.999992841,0.999940504,0.999914336,0.824802622,0.812156712,0.648805629,0.288646547,0.061094851,9.17e-05,6.33e-05,6.46e-06,1.1e-05,2.38e-06,0.004088682,0.003557935,0.000601918,0.000544121,9.78e-05,0.998351139,0.998699912,0.998944962,0.979941764,0.894296433,0.234854693,0.238305213,0.072810724,0.042471304,0.006542351,6229.96369,4457.052067,3032.541952,1885.239062,0.034427107,0.024629904,0.016757986,0.01041793,0.034557452,1,1,0,0,1
42,"Victoria Park State School, 4740, queensland",-21.1478185,149.1948433,TC_Curve4,870444,99.38802,99.66409,104.564835,96.96822,96.98681,65.105,65.29771,61.9126,55.13504,48.546463,23.342722,22.120821,13.33252,15.102258,9.246266,38.02639,37.319706,30.5683,30.648623,23.95457,82.57156,83.43027,84.15229,73.171814,66.624,54.760235,55.168636,49.587765,47.56795,40.2849,0.999976147,0.99997781,0.999993848,0.999955062,0.99995528,0.841523425,0.848135197,0.697191333,0.280870704,0.065083664,9.49e-05,6.9e-05,6.91e-06,1.1e-05,2.37e-06,0.004414067,0.00367135,0.000628983,0.000642339,0.000111431,0.998057204,0.998447691,0.998714673,0.977712476,0.887676298,0.261486559,0.282650386,0.083768607,0.051129033,0.007944151,32080.74606,22578.6892,14755.88647,9128.648224,0.036855612,0.025939278,0.016952138,0.010487347,0.035947247,1,1,0,0,1
43,"Mackay Central State School, 4740, queensland",-21.1454157,149.1820029,TC_Curve4,663878,99.427956,100.0366,103.98611,95.89612,94.50344,64.645134,64.319855,61.07151,55.2809,48.28858,23.210484,21.792347,13.073029,15.109788,9.252893,37.73261,37.199394,30.400167,30.014292,23.45792,83.19938,84.10861,84.90743,73.58312,66.88445,54.21454,54.287525,49.006763,46.8245,39.53784,0.999976395,0.999979872,0.999992841,0.999940504,0.999914336,0.824802622,0.812156712,0.648805629,0.288646547,0.061094851,9.17e-05,6.33e-05,6.46e-06,1.1e-05,2.38e-06,0.004088682,0.003557935,0.000601918,0.000544121,9.78e-05,0.998351139,0.998699912,0.998944962,0.979941764,0.894296433,0.234854693,0.238305213,0.072810724,0.042471304,0.006542351,22855.39887,16351.25144,11125.2584,6916.234646,0.034427107,0.024629904,0.016757986,0.01041793,0.034557452,1,1,0,0,1
44,"Fitzgerald State School, 4740, queensland",-21.1150017,149.1683856,TC_Curve4,714188,101.97864,102.54949,106.46332,99.155624,95.90006,65.65044,65.35943,61.916046,56.21021,49.213253,23.536728,21.984337,13.135722,15.40301,9.530976,38.321957,37.63829,30.819265,30.409489,23.724182,83.769394,84.95543,85.91286,74.38134,67.154144,54.78102,54.77401,49.89676,47.35943,40.110447,0.999987893,0.999989573,0.999996257,0.999974651,0.999940565,0.859649334,0.850204487,0.697381658,0.341029711,0.076544989,9.99e-05,6.65e-05,6.56e-06,1.19e-05,2.55e-06,0.00476744,0.00398937,0.000671662,0.000603387,0.00010491,0.998579363,0.998958121,0.999188898,0.983662119,0.900786443,0.26253865,0.262183465,0.090189134,0.048544889,0.007592229,25785.12094,18716.86253,12842.62088,7711.115008,0.036104108,0.026207193,0.017982129,0.010797038,0.036348826,1,1,0,0,1
45,"Hampden State School, 4740, queensland",-21.0593025,148.932012,TC_Curve4,70254,103.05469,109.67305,121.626724,86.944534,79.9047,62.874752,61.90394,58.588768,55.15789,47.356853,23.322306,21.79577,13.472149,15.277733,9.516421,37.28763,36.44136,29.493904,29.438797,22.834782,82.58887,83.37465,83.903854,74.340065,66.843796,54.104908,53.346706,50.0752,46.47451,39.479214,0.999990865,0.999998384,0.999999929,0.999380735,0.996102831,0.747592433,0.696712375,0.490977646,0.282080395,0.048513767,9.44e-05,6.33e-05,7.17e-06,1.15e-05,2.55e-06,0.003640764,0.002919454,0.000474862,0.000468064,8.31e-05,0.998065967,0.998424962,0.998628428,0.983487575,0.893286168,0.229737176,0.196508024,0.094095897,0.038897869,0.006443357,2151.436688,1589.667931,1160.747184,714.7246749,0.03062369,0.022627437,0.016522151,0.010173437,0.032924718,1,1,0,0,1
46,"Slade Point State School, 4740, queensland",-21.0739772,149.215868,TC_Curve4,220700,102.44477,104.97898,106.81846,100.98542,96.90508,66.86595,66.93648,63.36722,57.774845,50.383312,23.788965,22.341522,13.338624,15.429928,9.548401,39.016396,38.41799,31.434582,31.042334,24.265303,85.28707,87.038086,87.211044,76.25859,68.938416,55.923527,55.81454,50.87504,47.824043,41.17028,0.999989284,0.99999448,0.999996589,0.999984298,0.999954313,0.893837754,0.895576861,0.771133481,0.438033434,0.101199542,0.000106704,7.31e-05,6.92e-06,1.2e-05,2.57e-06,0.005712387,0.004888211,0.000788951,0.00071202,0.000120872,0.99904467,0.999395707,0.99942244,0.989941106,0.935417368,0.324372087,0.318151555,0.113522786,0.054480831,0.009995396,8659.321452,6285.442156,4420.808418,2571.136517,0.039235711,0.028479575,0.020030849,0.011649916,0.039517681,1,1,1,0,1
47,"Mackay North State High School, 4740, queensland",-21.1151282,149.1732484,TC_Curve4,999949,101.97864,102.54949,106.46332,99.155624,95.90006,65.65044,65.35943,61.916046,56.21021,49.213253,23.536728,21.984337,13.135722,15.40301,9.530976,38.321957,37.63829,30.819265,30.409489,23.724182,83.769394,84.95543,85.91286,74.38134,67.154144,54.78102,54.77401,49.89676,47.35943,40.110447,0.999987893,0.999989573,0.999996257,0.999974651,0.999940565,0.859649334,0.850204487,0.697381658,0.341029711,0.076544989,9.99e-05,6.65e-05,6.56e-06,1.19e-05,2.55e-06,0.00476744,0.00398937,0.000671662,0.000603387,0.00010491,0.998579363,0.998958121,0.999188898,0.983662119,0.900786443,0.26253865,0.262183465,0.090189134,0.048544889,0.007592229,36102.26706,26205.85612,17981.2121,10796.4874,0.036104108,0.026207193,0.017982129,0.010797038,0.036348826,1,1,0,0,1
48,"St. Patricks College Mackay- Mercy Campus, 4740, queensland",-21.1395679,149.184444,TC_Curve4,412418,99.427956,100.0366,103.98611,95.89612,94.50344,64.645134,64.319855,61.07151,55.2809,48.28858,23.210484,21.792347,13.073029,15.109788,9.252893,37.73261,37.199394,30.400167,30.014292,23.45792,83.19938,84.10861,84.90743,73.58312,66.88445,54.21454,54.287525,49.006763,46.8245,39.53784,0.999976395,0.999979872,0.999992841,0.999940504,0.999914336,0.824802622,0.812156712,0.648805629,0.288646547,0.061094851,9.17e-05,6.33e-05,6.46e-06,1.1e-05,2.38e-06,0.004088682,0.003557935,0.000601918,0.000544121,9.78e-05,0.998351139,0.998699912,0.998944962,0.979941764,0.894296433,0.234854693,0.238305213,0.072810724,0.042471304,0.006542351,14198.35857,10157.81577,6911.295178,4296.541925,0.034427107,0.024629904,0.016757986,0.01041793,0.034557452,1,1,0,0,1
49,"Mackay Christian College  ' King's Park ' Senior Campus, 4740, queensland",-21.1150543,149.1823579,TC_Curve4,517804,101.97864,102.54949,106.46332,99.155624,95.90006,65.65044,65.35943,61.916046,56.21021,49.213253,23.536728,21.984337,13.135722,15.40301,9.530976,38.321957,37.63829,30.819265,30.409489,23.724182,83.769394,84.95543,85.91286,74.38134,67.154144,54.78102,54.77401,49.89676,47.35943,40.110447,0.999987893,0.999989573,0.999996257,0.999974651,0.999940565,0.859649334,0.850204487,0.697381658,0.341029711,0.076544989,9.99e-05,6.65e-05,6.56e-06,1.19e-05,2.55e-06,0.00476744,0.00398937,0.000671662,0.000603387,0.00010491,0.998579363,0.998958121,0.999188898,0.983662119,0.900786443,0.26253865,0.262183465,0.090189134,0.048544889,0.007592229,18694.85173,13570.1892,9311.218424,5590.749489,0.036104108,0.026207193,0.017982129,0.010797038,0.036348826,1,1,0,0,1
50,"Mackillop Catholic Primary School, 4740, queensland",-21.0799798,149.185358,TC_Curve4,804675,101.84748,103.405975,106.60019,99.90586,92.98344,66.047424,65.49463,62.240673,57.122932,49.622364,23.764702,22.171194,13.318093,15.396936,9.56218,38.818096,38.176838,31.154871,30.956245,24.057138,85.96212,87.88896,87.89591,76.683815,69.24921,55.462273,55.125587,50.616573,47.52523,40.716557,0.99998747,0.999991667,0.999996389,0.999979171,0.99987248,0.871724899,0.854656047,0.715008544,0.396566322,0.084466352,0.000106028,6.99e-05,6.88e-06,1.19e-05,2.58e-06,0.005425005,0.004590554,0.000733291,0.000696165,0.000114462,0.999199281,0.999516305,0.999517184,0.990991128,0.94016139,0.298491856,0.280371192,0.10689014,0.050589223,0.008886,29744.83772,21887.4963,15399.02395,9130.200722,0.036965033,0.027200418,0.019136948,0.011346445,0.038062805,1,1,0,0,1
51,"Mackay North State School Primary, 4740, queensland",-21.12239,149.1838293,TC_Curve4,901493,101.97864,102.54949,106.46332,99.155624,95.90006,65.65044,65.35943,61.916046,56.21021,49.213253,23.536728,21.984337,13.135722,15.40301,9.530976,38.321957,37.63829,30.819265,30.409489,23.724182,83.769394,84.95543,85.91286,74.38134,67.154144,54.78102,54.77401,49.89676,47.35943,40.110447,0.999987893,0.999989573,0.999996257,0.999974651,0.999940565,0.859649334,0.850204487,0.697381658,0.341029711,0.076544989,9.99e-05,6.65e-05,6.56e-06,1.19e-05,2.55e-06,0.00476744,0.00398937,0.000671662,0.000603387,0.00010491,0.998579363,0.998958121,0.999188898,0.983662119,0.900786443,0.26253865,0.262183465,0.090189134,0.048544889,0.007592229,32547.60096,23625.60075,16210.76359,9733.45422,0.036104108,0.026207193,0.017982129,0.010797038,0.036348826,1,1,0,0,1
