ID,Address,Latitude,Longitude,SPD_wind_vuln,SPD_exposure,SPD_tc_1000_ARI_baseline,SPD_tc_1000_ARI_RCP45_2041-2060,SPD_tc_1000_ARI_RCP45_2081-2100,SPD_tc_1000_ARI_RCP85_2041-2060,SPD_tc_1000_ARI_RCP85_2081-2100,SPD_tc_100_ARI_baseline,SPD_tc_100_ARI_RCP45_2041-2060,SPD_tc_100_ARI_RCP45_2081-2100,SPD_tc_100_ARI_RCP85_2041-2060,SPD_tc_100_ARI_RCP85_2081-2100,SPD_tc_10_ARI_baseline,SPD_tc_10_ARI_RCP45_2041-2060,SPD_tc_10_ARI_RCP45_2081-2100,SPD_tc_10_ARI_RCP85_2041-2060,SPD_tc_10_ARI_RCP85_2081-2100,SPD_tc_20_ARI_baseline,SPD_tc_20_ARI_RCP45_2041-2060,SPD_tc_20_ARI_RCP45_2081-2100,SPD_tc_20_ARI_RCP85_2041-2060,SPD_tc_20_ARI_RCP85_2081-2100,SPD_tc_500_ARI_baseline,SPD_tc_500_ARI_RCP45_2041-2060,SPD_tc_500_ARI_RCP45_2081-2100,SPD_tc_500_ARI_RCP85_2041-2060,SPD_tc_500_ARI_RCP85_2081-2100,SPD_tc_50_ARI_baseline,SPD_tc_50_ARI_RCP45_2041-2060,SPD_tc_50_ARI_RCP45_2081-2100,SPD_tc_50_ARI_RCP85_2041-2060,SPD_tc_50_ARI_RCP85_2081-2100,DM_tc_1000_ARI_baseline,DM_tc_1000_ARI_RCP45_2041-2060,DM_tc_1000_ARI_RCP45_2081-2100,DM_tc_1000_ARI_RCP85_2041-2060,DM_tc_1000_ARI_RCP85_2081-2100,DM_tc_100_ARI_baseline,DM_tc_100_ARI_RCP45_2041-2060,DM_tc_100_ARI_RCP45_2081-2100,DM_tc_100_ARI_RCP85_2041-2060,DM_tc_100_ARI_RCP85_2081-2100,DM_tc_10_ARI_baseline,DM_tc_10_ARI_RCP45_2041-2060,DM_tc_10_ARI_RCP45_2081-2100,DM_tc_10_ARI_RCP85_2041-2060,DM_tc_10_ARI_RCP85_2081-2100,DM_tc_20_ARI_baseline,DM_tc_20_ARI_RCP45_2041-2060,DM_tc_20_ARI_RCP45_2081-2100,DM_tc_20_ARI_RCP85_2041-2060,DM_tc_20_ARI_RCP85_2081-2100,DM_tc_500_ARI_baseline,DM_tc_500_ARI_RCP45_2041-2060,DM_tc_500_ARI_RCP45_2081-2100,DM_tc_500_ARI_RCP85_2041-2060,DM_tc_500_ARI_RCP85_2081-2100,DM_tc_50_ARI_baseline,DM_tc_50_ARI_RCP45_2041-2060,DM_tc_50_ARI_RCP45_2081-2100,DM_tc_50_ARI_RCP85_2041-2060,DM_tc_50_ARI_RCP85_2081-2100,45_2041Avg_Loss,45_2081Avg_Loss,85_2041Avg_Loss,85_2081Avg_Loss,45_2041Avg_DM,45_2081Avg_DM,85_2041Avg_DM,85_2081Avg_DM,Baseline_Avg_DM,Index_45_2041Avg_DM,Index_45_2081Avg_DM,Index_85_2041Avg_DM,Index_85_2081Avg_DM,Index_Baseline_Avg_DM
80,"Canela, 386 bridge road, 4740, queensland",-21.1505705,149.1637219,TC_Curve1,249130,99.427956,100.0366,103.98611,95.89612,94.50344,64.645134,64.319855,61.07151,55.2809,48.28858,23.210484,21.792347,13.073029,15.109788,9.252893,37.73261,37.199394,30.400167,30.014292,23.45792,83.19938,84.10861,84.90743,73.58312,66.88445,54.21454,54.287525,49.006763,46.8245,39.53784,0.999998044,0.999998294,0.999999299,0.999995669,0.999994075,0.995119335,0.994750641,0.989158097,0.961224452,0.837124906,0.017877982,0.013057382,0.001856321,0.002932439,0.000786668,0.323366953,0.297689087,0.084068832,0.077619723,0.01888231,0.999924606,0.999938555,0.999948663,0.999344089,0.997045533,0.951221766,0.951978182,0.857978023,0.787100986,0.417724064,22534.32672,17175.47725,16227.42432,10787.46179,0.09045208,0.068941827,0.065136372,0.043300533,0.092723594,4,3,3,2,4
81,"71 Grendon Street, North Mackay, Housing Complex,Grendon st, 4740, queensland",-21.1183628,149.1895229,TC_Curve1,579384,101.97864,102.54949,106.46332,99.155624,95.90006,65.65044,65.35943,61.916046,56.21021,49.213253,23.536728,21.984337,13.135722,15.40301,9.530976,38.321957,37.63829,30.819265,30.409489,23.724182,83.769394,84.95543,85.91286,74.38134,67.154144,54.78102,54.77401,49.89676,47.35943,40.110447,0.999998898,0.999999031,0.999999598,0.99999792,0.999995673,0.996103595,0.995841003,0.991017689,0.968309465,0.863546219,0.019213656,0.013625995,0.001882645,0.003131825,0.000837424,0.353035035,0.318740696,0.091621192,0.084230482,0.020024874,0.999933681,0.999949215,0.999959057,0.999451868,0.997219014,0.956807458,0.956742208,0.880677929,0.80657535,0.449355679,53520.55283,40840.13751,38576.93884,26151.59017,0.092374924,0.070488894,0.066582679,0.045136887,0.095405051,4,3,3,2,4
82,"Lanai Riverside  Apartments MAckay Accommodation, 20 River St, 4740, queensland",-21.1384465,149.1820588,TC_Curve1,754239,99.427956,100.0366,103.98611,95.89612,94.50344,64.645134,64.319855,61.07151,55.2809,48.28858,23.210484,21.792347,13.073029,15.109788,9.252893,37.73261,37.199394,30.400167,30.014292,23.45792,83.19938,84.10861,84.90743,73.58312,66.88445,54.21454,54.287525,49.006763,46.8245,39.53784,0.999998044,0.999998294,0.999999299,0.999995669,0.999994075,0.995119335,0.994750641,0.989158097,0.961224452,0.837124906,0.017877982,0.013057382,0.001856321,0.002932439,0.000786668,0.323366953,0.297689087,0.084068832,0.077619723,0.01888231,0.999924606,0.999938555,0.999948663,0.999344089,0.997045533,0.951221766,0.951978182,0.857978023,0.787100986,0.417724064,68222.48646,51998.61433,49128.39196,32658.95071,0.09045208,0.068941827,0.065136372,0.043300533,0.092723594,4,3,3,2,4
83,"Sharehouse, 46 Peel St, 4740, queensland",-21.1458217,149.1786383,TC_Curve1,413925,99.427956,100.0366,103.98611,95.89612,94.50344,64.645134,64.319855,61.07151,55.2809,48.28858,23.210484,21.792347,13.073029,15.109788,9.252893,37.73261,37.199394,30.400167,30.014292,23.45792,83.19938,84.10861,84.90743,73.58312,66.88445,54.21454,54.287525,49.006763,46.8245,39.53784,0.999998044,0.999998294,0.999999299,0.999995669,0.999994075,0.995119335,0.994750641,0.989158097,0.961224452,0.837124906,0.017877982,0.013057382,0.001856321,0.002932439,0.000786668,0.323366953,0.297689087,0.084068832,0.077619723,0.01888231,0.999924606,0.999938555,0.999948663,0.999344089,0.997045533,0.951221766,0.951978182,0.857978023,0.787100986,0.417724064,37440.37726,28536.74556,26961.57271,17923.17312,0.09045208,0.068941827,0.065136372,0.043300533,0.092723594,4,3,3,2,4
84,"Mackay, HousingComplex, 219 KEELEYS RD, 4740, queensland",-21.0978647,149.1911385,TC_Curve1,94169,101.18499,103.489456,106.46453,99.00987,97.78467,65.99808,66.66259,62.805813,56.578426,49.704384,23.584509,22.232494,13.312251,15.336253,9.482061,38.483788,37.700657,30.83997,30.761505,24.032562,83.5649,84.53956,86.55015,74.23965,67.050186,55.261963,55.426983,50.209015,47.643646,40.541492,0.999998683,0.999999216,0.999999598,0.999997851,0.999997169,0.996395725,0.99689476,0.992635502,0.970755721,0.876053477,0.019417319,0.014397263,0.001958785,0.003085275,0.000828265,0.361396227,0.321795801,0.092009678,0.090545191,0.021432957,0.999930558,0.999944233,0.999964527,0.99943412,0.997153379,0.961065321,0.962431257,0.887866398,0.816357986,0.473455124,8748.712607,6670.977987,6358.357401,4372.981879,0.092904381,0.070840489,0.067520706,0.046437595,0.096259674,4,3,3,2,4
85,"Black Beach Drift wood, Condominum Complex , 34 Bourke St., 4740, queensland",-21.050638,149.190486,TC_Curve1,955428,102.44477,104.97898,106.81846,100.98542,96.90508,66.86595,66.93648,63.36722,57.774845,50.383312,23.788965,22.341522,13.338624,15.429928,9.548401,39.016396,38.41799,31.434582,31.042334,24.265303,85.28707,87.038086,87.211044,76.25859,68.938416,55.923527,55.81454,50.87504,47.824043,41.17028,0.999999008,0.999999439,0.999999629,0.999998622,0.999996549,0.997033244,0.997079819,0.993503812,0.977502837,0.891712212,0.020312955,0.014749576,0.001970421,0.003150793,0.000840711,0.389489049,0.357986327,0.103814769,0.095885302,0.022559356,0.999952867,0.999968215,0.999969429,0.999640656,0.998136932,0.966268961,0.96546043,0.901942828,0.822365674,0.508802089,91665.62759,69138.79129,65269.87883,46083.0788,0.095941952,0.072364209,0.068314806,0.048232916,0.098771703,4,3,3,2,4
86,"Billy T Lane, Housing Complex, Vallet St., 4740, queensland",-22.575197,144.0847926,TC_Curve1,722588,54.9548,63.24569,51.982403,57.21997,55.135445,19.949047,15.97502,18.257633,19.217863,18.365818,4.479172,3.3104095,2.797986,3.0675786,1.931711,7.9623833,6.151129,5.948194,5.9265428,4.972974,30.079742,23.809933,27.018955,28.471792,27.086432,14.288189,11.168626,11.838016,12.9029,11.53464,0.95839495,0.993324908,0.921880965,0.974586996,0.959985934,0.008662582,0.0035605,0.005936695,0.007358051,0.006082102,0.000268844,0.000206685,0.000184179,0.000195696,0.000151565,0.00058852,0.000391598,0.000374124,0.000372307,0.00030043,0.078680745,0.020407061,0.041124625,0.056134501,0.041727558,0.002438666,0.001210109,0.001406552,0.001786723,0.001313858,961.8685867,1079.737304,1245.221943,1104.966218,0.001331144,0.001494264,0.001723281,0.001529179,0.001980519,0,0,0,0,0
88,"Ultimo Court, Housing Complex, Ultimo Court, 4740, queensland",-21.0918733,149.1716353,TC_Curve1,349580,101.97864,102.54949,106.46332,99.155624,95.90006,65.65044,65.35943,61.916046,56.21021,49.213253,23.536728,21.984337,13.135722,15.40301,9.530976,38.321957,37.63829,30.819265,30.409489,23.724182,83.769394,84.95543,85.91286,74.38134,67.154144,54.78102,54.77401,49.89676,47.35943,40.110447,0.999998898,0.999999031,0.999999598,0.99999792,0.999995673,0.996103595,0.995841003,0.991017689,0.968309465,0.863546219,0.019213656,0.013625995,0.001882645,0.003131825,0.000837424,0.353035035,0.318740696,0.091621192,0.084230482,0.020024874,0.999933681,0.999949215,0.999959057,0.999451868,0.997219014,0.956807458,0.956742208,0.880677929,0.80657535,0.449355679,32292.42585,24641.50766,23275.97289,15778.95297,0.092374924,0.070488894,0.066582679,0.045136887,0.095405051,4,3,3,2,4
89,"Cinnamon Garden Apartments, 6A Forth St., 4740, queensland",-21.152028,149.1809519,TC_Curve1,993663,99.427956,100.0366,103.98611,95.89612,94.50344,64.645134,64.319855,61.07151,55.2809,48.28858,23.210484,21.792347,13.073029,15.109788,9.252893,37.73261,37.199394,30.400167,30.014292,23.45792,83.19938,84.10861,84.90743,73.58312,66.88445,54.21454,54.287525,49.006763,46.8245,39.53784,0.999998044,0.999998294,0.999999299,0.999995669,0.999994075,0.995119335,0.994750641,0.989158097,0.961224452,0.837124906,0.017877982,0.013057382,0.001856321,0.002932439,0.000786668,0.323366953,0.297689087,0.084068832,0.077619723,0.01888231,0.999924606,0.999938555,0.999948663,0.999344089,0.997045533,0.951221766,0.951978182,0.857978023,0.787100986,0.417724064,89878.88529,68504.94221,64723.60265,43026.13752,0.09045208,0.068941827,0.065136372,0.043300533,0.092723594,4,3,3,2,4
90,"Mackay City Property, Real Estate Agency, 4/21 Wood St., 4740, queensland",-21.1407032,149.1861307,TC_Curve1,237195,99.427956,100.0366,103.98611,95.89612,94.50344,64.645134,64.319855,61.07151,55.2809,48.28858,23.210484,21.792347,13.073029,15.109788,9.252893,37.73261,37.199394,30.400167,30.014292,23.45792,83.19938,84.10861,84.90743,73.58312,66.88445,54.21454,54.287525,49.006763,46.8245,39.53784,0.999998044,0.999998294,0.999999299,0.999995669,0.999994075,0.995119335,0.994750641,0.989158097,0.961224452,0.837124906,0.017877982,0.013057382,0.001856321,0.002932439,0.000786668,0.323366953,0.297689087,0.084068832,0.077619723,0.01888231,0.999924606,0.999938555,0.999948663,0.999344089,0.997045533,0.951221766,0.951978182,0.857978023,0.787100986,0.417724064,21454.78114,16352.65655,15450.02172,10270.66992,0.09045208,0.068941827,0.065136372,0.043300533,0.092723594,4,3,3,2,4
91,"Cougar Developments, 6 Beachwood Cct,Bakers Creek , 4740, queensland",-21.2036676,149.1411915,TC_Curve1,833530,98.04346,97.97124,102.499825,93.822754,91.4603,63.08988,63.12103,59.73645,53.671265,46.79324,22.884937,21.377499,12.784587,15.027175,9.278302,36.833794,36.342266,29.574575,29.030455,22.908796,81.33813,80.99251,81.502884,72.29369,65.375404,53.29985,53.633488,48.148468,45.899796,38.817196,0.999997329,0.999997285,0.99999902,0.999993095,0.999988249,0.993088373,0.993136315,0.985414251,0.945226299,0.785919808,0.016636154,0.011907493,0.001739865,0.002878584,0.000791175,0.280780184,0.258994796,0.070825196,0.063178928,0.016724213,0.999885392,0.999876124,0.999889563,0.999123484,0.995855865,0.940734727,0.944784521,0.832780241,0.750158745,0.378884679,72501.83577,55680.37092,51854.54405,33876.43509,0.086981675,0.06680068,0.062210771,0.040642131,0.088798168,4,3,3,2,4
92,"Red Cross  Accommodation, 10 Thomas St., 4740, queensland",-21.1485172,149.1564628,TC_Curve1,916108,99.427956,100.0366,103.98611,95.89612,94.50344,64.645134,64.319855,61.07151,55.2809,48.28858,23.210484,21.792347,13.073029,15.109788,9.252893,37.73261,37.199394,30.400167,30.014292,23.45792,83.19938,84.10861,84.90743,73.58312,66.88445,54.21454,54.287525,49.006763,46.8245,39.53784,0.999998044,0.999998294,0.999999299,0.999995669,0.999994075,0.995119335,0.994750641,0.989158097,0.961224452,0.837124906,0.017877982,0.013057382,0.001856321,0.002932439,0.000786668,0.323366953,0.297689087,0.084068832,0.077619723,0.01888231,0.999924606,0.999938555,0.999948663,0.999344089,0.997045533,0.951221766,0.951978182,0.857978023,0.787100986,0.417724064,82863.87422,63158.15885,59671.95133,39667.96468,0.09045208,0.068941827,0.065136372,0.043300533,0.092723594,4,3,3,2,4
93,"Ocean Views, Beach Rd , 4740, queensland",-21.0359405,149.1821773,TC_Curve1,329434,102.8972,106.69959,108.40231,98.55122,90.04888,66.51589,65.612724,62.81855,57.717575,50.02364,24.055313,22.473978,13.67038,15.747109,9.847772,39.29839,38.566265,31.481415,31.130266,24.43376,87.50215,90.430466,88.95556,77.84814,70.710526,56.493694,56.06824,51.957317,48.483376,41.78527,0.999999104,0.999999619,0.99999974,0.999997617,0.999983857,0.996790879,0.996070519,0.992656425,0.977217687,0.883645733,0.021540594,0.015189034,0.002122823,0.003383105,0.000899244,0.404679257,0.365690433,0.104799343,0.097614416,0.023410516,0.999971367,0.999985185,0.999979354,0.999748685,0.998748838,0.970209552,0.967314362,0.921473478,0.843013431,0.543290987,31835.31464,24120.05628,22825.32883,16321.40876,0.096636396,0.073216657,0.0692865,0.04954379,0.10020173,4,3,3,2,4
94,"11 wardrop Street , 4740, queensland",-21.1554476,149.1715401,TC_Curve1,114104,99.427956,100.0366,103.98611,95.89612,94.50344,64.645134,64.319855,61.07151,55.2809,48.28858,23.210484,21.792347,13.073029,15.109788,9.252893,37.73261,37.199394,30.400167,30.014292,23.45792,83.19938,84.10861,84.90743,73.58312,66.88445,54.21454,54.287525,49.006763,46.8245,39.53784,0.999998044,0.999998294,0.999999299,0.999995669,0.999994075,0.995119335,0.994750641,0.989158097,0.961224452,0.837124906,0.017877982,0.013057382,0.001856321,0.002932439,0.000786668,0.323366953,0.297689087,0.084068832,0.077619723,0.01888231,0.999924606,0.999938555,0.999948663,0.999344089,0.997045533,0.951221766,0.951978182,0.857978023,0.787100986,0.417724064,10320.94415,7866.538178,7432.320572,4940.764017,0.09045208,0.068941827,0.065136372,0.043300533,0.092723594,4,3,3,2,4
95,"10 Wardrop Street, 4740, queensland",-21.1552002,149.1720225,TC_Curve1,876118,99.427956,100.0366,103.98611,95.89612,94.50344,64.645134,64.319855,61.07151,55.2809,48.28858,23.210484,21.792347,13.073029,15.109788,9.252893,37.73261,37.199394,30.400167,30.014292,23.45792,83.19938,84.10861,84.90743,73.58312,66.88445,54.21454,54.287525,49.006763,46.8245,39.53784,0.999998044,0.999998294,0.999999299,0.999995669,0.999994075,0.995119335,0.994750641,0.989158097,0.961224452,0.837124906,0.017877982,0.013057382,0.001856321,0.002932439,0.000786668,0.323366953,0.297689087,0.084068832,0.077619723,0.01888231,0.999924606,0.999938555,0.999948663,0.999344089,0.997045533,0.951221766,0.951978182,0.857978023,0.787100986,0.417724064,79246.69553,60401.17521,57067.14782,37936.37637,0.09045208,0.068941827,0.065136372,0.043300533,0.092723594,4,3,3,2,4
96,"9 Robinson Street, 4740, queensland",-21.1205012,149.1931131,TC_Curve1,618355,101.18499,103.489456,106.46453,99.00987,97.78467,65.99808,66.66259,62.805813,56.578426,49.704384,23.584509,22.232494,13.312251,15.336253,9.482061,38.483788,37.700657,30.83997,30.761505,24.032562,83.5649,84.53956,86.55015,74.23965,67.050186,55.261963,55.426983,50.209015,47.643646,40.541492,0.999998683,0.999999216,0.999999598,0.999997851,0.999997169,0.996395725,0.99689476,0.992635502,0.970755721,0.876053477,0.019417319,0.014397263,0.001958785,0.003085275,0.000828265,0.361396227,0.321795801,0.092009678,0.090545191,0.021432957,0.999930558,0.999944233,0.999964527,0.99943412,0.997153379,0.961065321,0.962431257,0.887866398,0.816357986,0.473455124,57447.8882,43804.57043,41751.76641,28714.91902,0.092904381,0.070840489,0.067520706,0.046437595,0.096259674,4,3,3,2,4
97,"6 robinson street, 4740, queensland",-21.1198997,149.1936516,TC_Curve1,427840,101.18499,103.489456,106.46453,99.00987,97.78467,65.99808,66.66259,62.805813,56.578426,49.704384,23.584509,22.232494,13.312251,15.336253,9.482061,38.483788,37.700657,30.83997,30.761505,24.032562,83.5649,84.53956,86.55015,74.23965,67.050186,55.261963,55.426983,50.209015,47.643646,40.541492,0.999998683,0.999999216,0.999999598,0.999997851,0.999997169,0.996395725,0.99689476,0.992635502,0.970755721,0.876053477,0.019417319,0.014397263,0.001958785,0.003085275,0.000828265,0.361396227,0.321795801,0.092009678,0.090545191,0.021432957,0.999930558,0.999944233,0.999964527,0.99943412,0.997153379,0.961065321,0.962431257,0.887866398,0.816357986,0.473455124,39748.21015,30308.39471,28888.05903,19867.86062,0.092904381,0.070840489,0.067520706,0.046437595,0.096259674,4,3,3,2,4
98,"50 Hamilton Street , 4740, queensland",-21.1182189,149.1888049,TC_Curve1,186373,101.97864,102.54949,106.46332,99.155624,95.90006,65.65044,65.35943,61.916046,56.21021,49.213253,23.536728,21.984337,13.135722,15.40301,9.530976,38.321957,37.63829,30.819265,30.409489,23.724182,83.769394,84.95543,85.91286,74.38134,67.154144,54.78102,54.77401,49.89676,47.35943,40.110447,0.999998898,0.999999031,0.999999598,0.99999792,0.999995673,0.996103595,0.995841003,0.991017689,0.968309465,0.863546219,0.019213656,0.013625995,0.001882645,0.003131825,0.000837424,0.353035035,0.318740696,0.091621192,0.084230482,0.020024874,0.999933681,0.999949215,0.999959057,0.999451868,0.997219014,0.956807458,0.956742208,0.880677929,0.80657535,0.449355679,17216.19167,13137.22669,12409.21362,8412.29705,0.092374924,0.070488894,0.066582679,0.045136887,0.095405051,4,3,3,2,4
99,"68 Grendon Street, 4740, queensland",-21.1183055,149.1901736,TC_Curve1,113431,101.18499,103.489456,106.46453,99.00987,97.78467,65.99808,66.66259,62.805813,56.578426,49.704384,23.584509,22.232494,13.312251,15.336253,9.482061,38.483788,37.700657,30.83997,30.761505,24.032562,83.5649,84.53956,86.55015,74.23965,67.050186,55.261963,55.426983,50.209015,47.643646,40.541492,0.999998683,0.999999216,0.999999598,0.999997851,0.999997169,0.996395725,0.99689476,0.992635502,0.970755721,0.876053477,0.019417319,0.014397263,0.001958785,0.003085275,0.000828265,0.361396227,0.321795801,0.092009678,0.090545191,0.021432957,0.999930558,0.999944233,0.999964527,0.99943412,0.997153379,0.961065321,0.962431257,0.887866398,0.816357986,0.473455124,10538.23678,8035.507481,7658.941248,5267.462833,0.092904381,0.070840489,0.067520706,0.046437595,0.096259674,4,3,3,2,4
100,"23 Graves Street, 4740, queensland",-21.1204137,149.1922604,TC_Curve1,116795,101.18499,103.489456,106.46453,99.00987,97.78467,65.99808,66.66259,62.805813,56.578426,49.704384,23.584509,22.232494,13.312251,15.336253,9.482061,38.483788,37.700657,30.83997,30.761505,24.032562,83.5649,84.53956,86.55015,74.23965,67.050186,55.261963,55.426983,50.209015,47.643646,40.541492,0.999998683,0.999999216,0.999999598,0.999997851,0.999997169,0.996395725,0.99689476,0.992635502,0.970755721,0.876053477,0.019417319,0.014397263,0.001958785,0.003085275,0.000828265,0.361396227,0.321795801,0.092009678,0.090545191,0.021432957,0.999930558,0.999944233,0.999964527,0.99943412,0.997153379,0.961065321,0.962431257,0.887866398,0.816357986,0.473455124,10850.76712,8273.814886,7886.080904,5423.678902,0.092904381,0.070840489,0.067520706,0.046437595,0.096259674,4,3,3,2,4
101,"4 Cameron Street, 4740, queensland",-21.1538038,149.2012361,TC_Curve1,874484,99.38802,99.66409,104.564835,96.96822,96.98681,65.105,65.29771,61.9126,55.13504,48.546463,23.342722,22.120821,13.33252,15.102258,9.246266,38.02639,37.319706,30.5683,30.648623,23.95457,82.57156,83.43027,84.15229,73.171814,66.624,54.760235,55.168636,49.587765,47.56795,40.2849,0.999998026,0.999998145,0.999999384,0.999996598,0.999996612,0.995597025,0.995783081,0.991010787,0.959982439,0.844883033,0.018408024,0.014045,0.001967721,0.002927489,0.000785497,0.337996802,0.303380036,0.087028289,0.088475132,0.021067949,0.999913166,0.999928422,0.999939156,0.99928053,0.996867763,0.956613743,0.960271852,0.873175797,0.813790655,0.459087092,79846.48995,61061.13126,58633.46699,39586.05037,0.091306976,0.069825327,0.067049216,0.045267896,0.094144658,4,3,3,2,4
102,"21 Earnest Street, 4740, queensland",-21.1198558,149.1917667,TC_Curve1,798984,101.18499,103.489456,106.46453,99.00987,97.78467,65.99808,66.66259,62.805813,56.578426,49.704384,23.584509,22.232494,13.312251,15.336253,9.482061,38.483788,37.700657,30.83997,30.761505,24.032562,83.5649,84.53956,86.55015,74.23965,67.050186,55.261963,55.426983,50.209015,47.643646,40.541492,0.999998683,0.999999216,0.999999598,0.999997851,0.999997169,0.996395725,0.99689476,0.992635502,0.970755721,0.876053477,0.019417319,0.014397263,0.001958785,0.003085275,0.000828265,0.361396227,0.321795801,0.092009678,0.090545191,0.021432957,0.999930558,0.999944233,0.999964527,0.99943412,0.997153379,0.961065321,0.962431257,0.887866398,0.816357986,0.473455124,74229.11355,56600.41708,53947.96408,37102.89536,0.092904381,0.070840489,0.067520706,0.046437595,0.096259674,4,3,3,2,4
103,"17 Queesn Street, 4740, queensland",-22.575197,144.0847926,TC_Curve1,998504,54.9548,63.24569,51.982403,57.21997,55.135445,19.949047,15.97502,18.257633,19.217863,18.365818,4.479172,3.3104095,2.797986,3.0675786,1.931711,7.9623833,6.151129,5.948194,5.9265428,4.972974,30.079742,23.809933,27.018955,28.471792,27.086432,14.288189,11.168626,11.838016,12.9029,11.53464,0.95839495,0.993324908,0.921880965,0.974586996,0.959985934,0.008662582,0.0035605,0.005936695,0.007358051,0.006082102,0.000268844,0.000206685,0.000184179,0.000195696,0.000151565,0.00058852,0.000391598,0.000374124,0.000372307,0.00030043,0.078680745,0.020407061,0.041124625,0.056134501,0.041727558,0.002438666,0.001210109,0.001406552,0.001786723,0.001313858,1329.152479,1492.028676,1720.702657,1526.891103,0.001331144,0.001494264,0.001723281,0.001529179,0.001980519,0,0,0,0,0
104,"5 peterson Street, 4740, queensland",-21.1212192,149.1879523,TC_Curve1,470927,101.97864,102.54949,106.46332,99.155624,95.90006,65.65044,65.35943,61.916046,56.21021,49.213253,23.536728,21.984337,13.135722,15.40301,9.530976,38.321957,37.63829,30.819265,30.409489,23.724182,83.769394,84.95543,85.91286,74.38134,67.154144,54.78102,54.77401,49.89676,47.35943,40.110447,0.999998898,0.999999031,0.999999598,0.99999792,0.999995673,0.996103595,0.995841003,0.991017689,0.968309465,0.863546219,0.019213656,0.013625995,0.001882645,0.003131825,0.000837424,0.353035035,0.318740696,0.091621192,0.084230482,0.020024874,0.999933681,0.999949215,0.999959057,0.999451868,0.997219014,0.956807458,0.956742208,0.880677929,0.80657535,0.449355679,43501.84573,33195.12351,31355.58123,21256.17881,0.092374924,0.070488894,0.066582679,0.045136887,0.095405051,4,3,3,2,4
105,"5 perkinson Street, 4740, queensland",-21.1208546,149.1846764,TC_Curve1,868887,101.97864,102.54949,106.46332,99.155624,95.90006,65.65044,65.35943,61.916046,56.21021,49.213253,23.536728,21.984337,13.135722,15.40301,9.530976,38.321957,37.63829,30.819265,30.409489,23.724182,83.769394,84.95543,85.91286,74.38134,67.154144,54.78102,54.77401,49.89676,47.35943,40.110447,0.999998898,0.999999031,0.999999598,0.99999792,0.999995673,0.996103595,0.995841003,0.991017689,0.968309465,0.863546219,0.019213656,0.013625995,0.001882645,0.003131825,0.000837424,0.353035035,0.318740696,0.091621192,0.084230482,0.020024874,0.999933681,0.999949215,0.999959057,0.999451868,0.997219014,0.956807458,0.956742208,0.880677929,0.80657535,0.449355679,80263.37039,61246.88387,57852.82413,39218.85438,0.092374924,0.070488894,0.066582679,0.045136887,0.095405051,4,3,3,2,4
